label,story,text
A1,"Social media, magazines and shop windows bombard people","Social media, magazines and shop windows bombard people with pictures of beautiful places around the world. I love looking at these images and imagine myself there. I'd like to travel and discover new cultures. My dream destination is Italy, land of pizza and pasta. 

In my free time, I enjoy reading books and watching movies. My favorite books are detective stories and fairytales. I like to read before going to bed. Movies I enjoy are action and comedy. My best friend and I often watch movies together. We laugh and shout at the screen. 

I have a dog named Max. He's a golden retriever. Max is my best friend and my loyal companion. He's always happy to see me. I feed him, play with him and take him for walks. Dogs are my favorite animals. I like them because they are loyal and friendly. 

My family is very important to me. I have a mom, a dad, a brother and a sister. We often cook and eat meals together. I love my mom's homemade spaghetti and meatballs. My brother and sister always make me laugh. We have fun and tell funny stories."
C2,A baby has arms and legs. It has a mouth and eyes.,"A baby has arms and legs. It has a mouth and eyes. These physiological features are fundamental components that differentiate it from other organisms. Yet, the human infant, endowed with such rudimentary attributes, is destined to become an extraordinary being. Its developmental journey is not an easy one, but a complex interplay of intricate biological processes and environmental influences. 

As the fetus matures in the womb, it undergoes myriad transformations. The once simple organism starts to exhibit more sophisticated traits, such as the development of a nervous system, the growth of senses, and the gradual refinement of motor skills. At the same time, the fetus receives crucial stimuli from its intrauterine environment, which plays a pivotal role in its future growth and development. 

The infant's postnatal life is characterized by continuous learning and adaptation. It is a period of rapid growth and neurological development. The baby's brain, initially underdeveloped and fragile, undergoes a period of intense expansion and refinement."
B1,A baby has arms and legs. It has a mouth and eyes.,"A baby has arms and legs. It has a mouth and eyes. These are its basic body parts. But a baby is more than just its physical attributes. It possesses the ability to feel emotions and form bonds. For instance, when a baby looks at its mother, it recognizes her face. Moreover, when she speaks to it, it reacts with coos and smiles. These actions indicate that a baby can identify familiar faces and understand human voices. 

Furthermore, a baby's development is not limited to the early stages of life. As it grows, it learns to crawl, then walk, and eventually, it starts to talk. These milestones mark significant achievements in a baby's life. 

Moreover, babies need care and attention from their parents. They need to be fed, clothed, bathed, and comforted when they're crying. These actions form a strong bond between a parent and baby. In turn, the baby feels safe and secure, which is essential for its development. 

However, not all babies have the same developmental pace. Some may walk earlier or later than others."
C1,A baby has arms and legs. It has a mouth and eyes.,"A baby has arms and legs. It has a mouth and eyes. These physical attributes are common knowledge. But what truly sets a baby apart is its boundless potential for growth and development. This transformation is a testament to the intricacies of human biology, nurture, and the power of the environment. 

First and foremost, biologically, a baby enters the world as a blank slate, relying solely on its innate instincts and the care of its caregivers for survival. At birth, its brain weighs around 1,300 grams and is not fully myelinated, meaning the neurons have not yet developed their insulating sheaths. This leaves the brain vulnerable, yet incredibly malleable, allowing it to form new neural pathways rapidly in response to stimuli. 

Moreover, the role of nurture cannot be overstated. A nourishing environment rich in love, support, and opportunities for exploration plays a crucial role in shaping a baby's developmental trajectory. According to the renowned psychologist Lev Vygotsky, a child's cognitive development unfolds through social interaction."
A1,"-LRB- CNN -RRB- More than 22 months ago, the body of","-LRB- CNN -RRB- More than 22 months ago, the body of a small bird was found on the outskirts of the town. People were surprised and confused. Who could have killed this bird? It wasn't an ordinary death. The bird had a small object in its beak. The villagers wondered what it could be. The police were called to the scene. They examined the bird carefully. They found a small note attached to the object. It read, ""I'm back."" The villagers were terrified. Who was behind this mysterious message? Was it a joke or a threat? The police investigated the case diligently. They interviewed the villagers and searched the area. But they couldn't find any leads. Days passed by, but the mystery deepened. People were fearful. They locked their doors and windows at night. The police patrols increased, but the bird's killer was nowhere to be found. 

-LRB- Some weeks later,-RRB-, a similar incident occurred. Another small bird was found with a note attached to it. The note read, ""I'm still here."" The villagers were panic-stricken."
B2,Most people don't know that the full name of the Statue,"Most people don't know that the full name of the Statue of Liberty is ""Liberty Enlightening the World."" This iconic landmark, which symbolizes freedom and democracy, has been a source of inspiration and awe since its completion in 1886. Standing proudly on Liberty Island in New York Harbor, the statue is a masterpiece of both French and American craftsmanship. 

The statue's designer, Frédéric Auguste Bartholdi, was inspired by a poem written by Edouard Laboulaye, which called for a monument to commemorate the alliance between France and the United States. The statue was a joint project between France and the United States, with the French government funding the construction of the statue and the American people providing the pedestal on which it stands. 

The statue itself is comprised of copper sheets, which were hammered out and assembled to form the intricately detailed figure of Lady Liberty. The torch she holds in her right hand, which once contained a flame, is now an empty shell. The tablet she holds in her left hand, inscribed with the date of the American Declaration of Independence, is a testament to the enduring spirit of freedom that the statue represents."
A2,Most people don't know that the full name of the Statue,"Most people don't know that the full name of the Statue of Liberty is ""Liberty Enlightening the World."" It's a large, green statue located in New York Harbor. I saw it for the first time when I was on a boat coming from Europe. I felt excited and nervous at the same time. I couldn't believe I was finally in America. 

The sun was setting as we approached the statue. I took many pictures and videos, trying to capture its beauty. The water around it sparkled in the sunlight. It looks even more impressive up close. I was glad I brought my binoculars to see the details on its face. 

But, I couldn't stay there long. The boat was leaving soon, and I had to find a place to stay. I made some friends on the boat who offered to help me. We found a cheap hostel near the harbor. I was exhausted from the long journey, so I went to sleep early. 

The next morning, I woke up early to explore the city. I saw many buildings, parks, and people. New York was busier and louder than I expected. I was surprised by how many languages I heard."
B1,Most people don't know that the full name of the Statue,"Most people don't know that the full name of the Statue of Liberty is ""Liberty Enlightening the World."" This iconic landmark, gifted to the United States by France, is a symbol of freedom and democracy. It stands tall on Liberty Island, located at the entrance of New York Harbor. 

The statue is a colossal neoclassical sculpture, designed by French sculptor Frédéric Auguste Bartholdi and built by Gustave Eiffel. It depicts a robed female figure representing Liberty holding a torch in her right hand and a tablet in her left, inscribed with the date of the American Declaration of Independence. Her crown is topped with a spike and seven rays, symbolizing the seven continents. 

The statue arrived in New York Harbor in several sections in 1885 and was reassembled on the pedestal, which was designed by American architect Richard Morrison and built by Grenelle Brothers. The pedestal was funded through donations from over 125,000 Americans. 

The Statue of Liberty was officially dedicated on October 28, 1886, in a elaborate ceremony presided over by President Grover Cleveland."
A1,A baby has arms and legs. It has a mouth and eyes.,"A baby has arms and legs. It has a mouth and eyes. I like dogs and cats. My family has a big house. We have a beautiful garden. There are many flowers there. My dog is brown and fluffy. My cat is black and sleek. I can feed them in the morning and evening. I like to play ball with my dog. My cat likes to climb trees. We have a nice table in the garden. We often have picnics there. It is nice to relax in the sun. I drink milk and eat bread for breakfast. I eat pasta or rice for dinner. I like to watch TV after dinner. My mom and dad are tall. They have curly hair. They work in the city. I have a little sister. She is very young. She likes to play with dolls. We live in a happy family. I am happy here. 

I have a favorite color, it is red. I like to wear red shirts. I have a red bike. My mom cooks delicious food. I like apples and bananas. I don't like carrots or cabbage. I can read books and look at pictures. I go to bed early and wake up late on weekends. I have a friend named Mark. He has a big red truck. We like to play soccer together."
C2,Most people don't know that the full name of the Statue,"Most people don't know that the full name of the Statue of Liberty is ""Liberty Enlightening the World,"" which is a profoundly symbolic title for this iconic American landmark. This colossal neoclassical sculpture, designed by the French artist Frédéric Auguste Bartholdi, was erected in New York Harbor in 1886. It stands at an impressive height of 151 feet, making it one of the most recognizable structures in the world. 

The statue comprises a number of intricate components. At its base, a series of intricately designed stone tablets list the names of the donors who contributed to its construction. At its pedestal, an inscription engraved in ancient Greek reads, ""Give me your tired, your poor, Your huddled masses yearning to breathe free, The wretched refuse of your teeming shores. Send these, the homeless, tempest-tossed to me, I lift my lamp beside the golden door!"" 

This eloquent verse, penned by the American poet Emma Lazarus, encapsulates the spirit of the Statue of Liberty as a beacon of hope and opportunity for the millions who have immigrated to the United States in pursuit of a better life."
C1,Most people don't know that the full name of the Statue,"Most people don't know that the full name of the Statue of Liberty is ""Liberty Enlightening the World,"" a title that encapsulates her enduring symbolism as a beacon of freedom and enlightenment. This colossal neoclassical sculpture, gifted by France to the United States in 1886, has captivated the hearts and minds of millions, inspiring numerous poems, songs, and works of art. 

Situated on Liberty Island in New York Harbor, the Statue of Liberty stands tall and proud, with Lady Liberty herself holding a torch in her right hand and a tablet in her left hand that bears the date of the American Declaration of Independence. Her flowing robes, intricately designed with folds and draperies, add to her regal and majestic appearance. But beyond her physical beauty lies a rich historical and cultural significance. 

One cannot fully appreciate the Statue of Liberty without acknowledging the role it played as a symbol of hope and freedom for immigrants. For over a century, the statue's outstretched arms welcomed millions of people from all corners of the world, who embarked on a perilous journey across the Atlantic Ocean, seeking a new life in the land of opportunity."
B2,Karen and Jack had been trying to have a child for,"Karen and Jack had been trying to have a child for several years, yet their efforts had been in vain. They had undergone various medical tests and treatments, but none of them seemed to bear fruit. Despair was starting to creep in, and they began to question whether parenthood was in their stars. 

One day, they came across an article in a renowned medical journal about a recent breakthrough in reproductive medicine. The researchers had discovered a new technique called In Vitro Gonadotropin-Releasing Hormone (GnRH) agonist protocol, which had shown promising results in enhancing the chances of fertility treatments. Intrigued, Karen and Jack decided to consult their doctor about this new approach. 

During their visit, they presented the article to their doctor, who was well-versed in the latest advancements in reproductive medicine. He explained the process to them, which involved the administration of a synthetic hormone to suppress the body's natural production of hormones that inhibit ovulation. Once the body had adjusted to the hormone therapy, the ovulation process would be triggered, making it easier for fertility treatments to be successful."
B1,Karen and Jack had been trying to have a child for,"Karen and Jack had been trying to have a child for quite some time. Although they were both doctors, their busy schedules and long hours at work made it difficult for them to focus on their personal life. They knew that having a baby would bring them immense joy, but they were worried about the logistics of balancing their careers with parenthood. 

One evening, after another grueling day at the hospital, they sat down at their kitchen table, weary but determined. They discussed their options and decided that adoption might be the best solution for them. They felt that this would give them the opportunity to become parents, without the added stress of pregnancy and labor. 

They began their research and discovered that there were several different types of adoption. They learned about open adoption, where the birth parents have some degree of contact with the adoptive parents and the child. They also found out about closed adoption, where all contact between the birth parents and the adopting family is completely sealed."
C2,Karen and Jack had been trying to have a child for,"Karen and Jack had been trying to have a child for years, yet their efforts bore no fruit. Frustrated yet undeterred, they sought the advice of renowned fertility specialist, Dr. Amelia Hart. Upon their first consultation, Dr. Hart, with a compassionate yet determined demeanor, conducted an extensive examination and review of their medical history. She identified a myriad of underlying issues contributing to their infertility, including Karen's polycystic ovary syndrome (PCOS) and Jack's low sperm count. 

With a clear diagnosis in hand, Dr. Hart devised an individualized treatment plan, combining medication and lifestyle modifications for both Karen and Jack. The regimen was meticulously crafted to address the root causes of their infertility, ensuring optimal outcomes. In the following months, they diligently followed her instructions, undergoing regular check-ups and tests to monitor their progress. 

Meanwhile, Karen and Jack's emotional rollercoaster continued unabated. Hopeful anticipation gave way to despair, only to be replaced by renewed determination."
A1,Most people don't know that the full name of the Statue,"Most people don't know that the full name of the Statue of Liberty is ""Liberty Enlightening the World."" It's a big statue in New York Harbor. I like it very much. I visit there often because I love the view of the city from the top. My family also likes to go there. We take pictures and have a picnic in the park nearby. My dog, Max, likes to run around and smell all the new smells there. The statue is a gift from France to America. It reminds me of freedom and friendship between the two countries. I hope you can visit it one day. Would you like to see a picture of Max? He's a good dog. Can you bring your camera next time we meet? 

Do you prefer cats to dogs? I don't mind either, but my sister only likes cats. She has a black and white one named Charlie. I think it's funny because my brother's name is Charlie too. Sometimes they fight over who gets to feed Charlie first. We always laugh when that happens. Can you believe it? 

I like to read books in English. It helps me learn new words and practice my reading skills."
A2,Karen and Jack had been trying to have a child for,"Karen and Jack had been trying to have a child for a long time. They went to many doctors and took lots of tests. But none of them found anything wrong. They both were disappointed and frustrated. One day, they decided to take a break from the hospital visits and focus on other things. They went for a walk in the park. And there, they met an old lady who was feeding the ducks. She smiled at them and said, ""You seem sad. Maybe you just need a break from the stress of trying to have a baby. It will happen when it's supposed to."" Because of her words, they felt a little better. They started to enjoy life again, and soon after that, Karen became pregnant. So, they learned that sometimes, all you need is a little break and a positive attitude. And now they have a beautiful baby girl named Emma. And they lived happily ever after. 

Connecting ideas with ""and"" and ""but"" as well as stating reasons with ""because"" was the goal in this text to meet the CEFR level A2 requirements. 

I hope this example meets your expectations."
B2,I was wondering if I could change my major from biology,"I was wondering if I could change my major from biology to computer science, as my passion for technology has been growing exponentively in recent years. Having delved into the intricacies of coding and programming languages, I have come to the realization that this field aligns more closely with my career goals and interests. 

Moreover, the technological advancements in the realm of computer science have been revolutionary, leading to the creation of groundbreaking applications and innovations that continue to shape our world. In contrast, the study of biology, while fascinating, has become increasingly specialized and fragmented, with fewer opportunities for interdisciplinary exploration and collaboration. 

Moreover, the skillset required for a career in computer science is multifaceted and versatile, allowing individuals to work in a wide range of industries, from software development to data analysis to machine learning. Furthermore, the demand for professionals in this field is high, making it an attractive option for those seeking stable and rewarding employment."
C1,Karen and Jack had been trying to have a child for,"Karen and Jack had been trying to have a child for several years, but all their efforts seemed to be in vain. They had undergone numerous medical tests and consulted various fertility specialists, yet no clear explanation was found for their infertility. One day, while searching for information online, Karen stumbled upon a groundbreaking research study conducted by a renowned fertility clinic in Europe. This study claimed to have achieved remarkable success rates in treating involuntary childlessness through a holistic approach that combined modern medical technology with traditional Chinese medicine and mind-body practices. 

Intrigued by these findings, Karen and Jack decided to take a leap of faith and travel abroad to undergo the treatment. The fertility clinic, situated in a picturesque town nestled in the Alps, provided a serene and supportive environment. The couple embarked on an intensive program that involved a rigorous schedule of medication, acupuncture sessions, and mindfulness practices. 

At the heart of the treatment was the belief that infertility often stemmed from an imbalance in the body's energy flow, which could be addressed through a multidisciplinary approach."
B1,I was wondering if I could change my major from biology,"I was wondering if I could change my major from biology to chemistry. I've always had a fascination with the periodic table and the way elements react with each other. Moreover, I've been enjoying my chemistry classes more than my biology ones. However, I know that making such a decision is not an easy task. 

Firstly, I'll need to discuss this matter with my academic advisor. He'll be able to provide me with valuable insights and advice based on my academic record and future goals. Secondly, I'll have to fulfill some prerequisites before being able to transfer to the chemistry department. These may include additional courses or lab work. 

Furthermore, I'll need to consider the potential consequences of changing my major. For instance, I might be behind in some areas, and I may have to take more classes than my peers. Additionally, I might not receive the same scholarships or academic opportunities as I would have if I had remained in my current major. 

On the positive side, I believe that making this switch could lead to new opportunities."
A1,"Poster 1
FINAL EXAM INSTRUCTIONS
Doors close 5 minutes","Poster 1
FINAL EXAM INSTRUCTIONS
Doors close 5 minutes before the exam starts. Please bring a pencil and eraser to write with. The exam will contain multiple choice questions, fill-in-the-blanks, and reading comprehension. The exam duration is 60 minutes. Good luck! 

Poster 2
WELCOME TO THE SCHOOL PLAY
Performances will start at 3 p. m. in the school auditorium. Tickets can be bought at the entrance. Please be seated 10 minutes before the show starts. The play lasts for 1 hour and 30 minutes. 

Poster 3
LUNCH MENU
Soups: Tomato or Cream of Mushroom
Main Course: Grilled Cheese Sandwich or Chicken Salad
Desserts: Apple Pie or Ice Cream Sundae
Drinks: Soda, Ju ice or Water
Please place your order and pay at the counter before 2 p. m. Lunch is served from 11:30 a. m. to 1:30 p. m. Thank you for dining with us. 

Poster 4
BIRTHDAY PARTY INVITATION
Dear Friends,
We invite you to celebrate Jane's 8th birthday party on Saturday, 5 p. m. at our house. There will be games, snacks, and cake. We appreciate gifts, but they are not required."
C2,I was wondering if I could change my major from biology,"I was wondering if I could change my major from biology to philosophy for my undergraduate studies. This decision, while seemingly unconventional, is not a hasty one. Rather, it is the result of a lengthy introspection and careful consideration of my academic and personal goals. 

I have always been fascinated by the fundamental questions of existence, consciousness, and reality, questions that philosophy attempts to answer. In contrast, my biology classes, whilst engaging and informative, left me yearning for more abstract and intellectual pursuits. The rigorous analysis and critical thinking required in philosophy resonate strongly with my intellect. 

Moreover, I firmly believe that a philosophical education will provide me with invaluable skills and knowledge that extend beyond any specific discipline. For example, the ability to argue persuasively and logically, to analyze complex ideas, and to construct clear, well-structured arguments are skills that are essential in all areas of life, both academic and professional."
